Experiment,rev,typ,Created,parent,system.gpu.count,system.gpu.usage (%).0,system.gpu.usage (%).1,system.gpu.usage (%).2,system.gpu.usage (%).3,system.vram.usage (%).0,system.vram.usage (%).1,system.vram.usage (%).2,system.vram.usage (%).3,system.vram.usage (GB).0,system.vram.usage (GB).1,system.vram.usage (GB).2,system.vram.usage (GB).3,system.vram.total (GB).0,system.vram.total (GB).1,system.vram.total (GB).2,system.vram.total (GB).3,system.cpu.count,system.cpu.usage (%),system.cpu.parallelization (%),system.ram.usage (%),system.ram.usage (GB),system.ram.total (GB),system.disk.usage (%).main,system.disk.usage (GB).main,system.disk.total (GB).main,val.loss.-0.97,val.loss.-0.9,val.loss.-0.8,val.loss.-0.7,val.loss.-0.6,val.loss.-0.5,val.loss.-0.4,val.loss.-0.29,val.loss.-0.19,val.loss.-0.09,val.loss.0.0,val.loss.0.099,val.loss.0.200,val.loss.0.300,val.loss.0.4,val.loss.0.500,val.loss.0.6,val.loss.0.700,val.loss.0.800,val.loss.0.9,val.loss.0.966,val.loss.0.996,val.loss.upside_quantile,val.loss.ugliness,val.loss.MEAN,upper_quantile.train,upper_quantile.val,simple_upside.train,simple_upside.val,real_upside.train,real_upside.val,real_upside_50pct.train,real_upside_50pct.val,threshold_down.train,threshold_down.val,threshold_up.train,threshold_up.val,good_hours.train,good_hours.val,step_size,step,val.loss.-0.95,val.loss.0.975,val.loss.0.997,val.loss.0.973,val.loss.0.974,val.loss.-0.96,val.loss.0.972,val.loss.0.971,val.loss.0.970,val.loss.0.967,COLLECT_BUY_MINUTES,BUY_TIMEDELTA,train_model/params.yaml:LAST_DAYS_TRAIN,train_model/params.yaml:LAST_DAYS_VALIDATION,FOLDS_COUNT,KEEP_DATASET,DATASET_SPEEDUP,EXPECTED_MINIMAL_UPSIDE,MAX_UPSIDE,FORCE_RETRAIN,BUY_MINUTES,USE_ALL_FEATURES,TRAIN_SPEEDUP,THRESHOLDS,CATBOOST_PARAMS.iterations,CATBOOST_PARAMS.learning_rate,CATBOOST_PARAMS.max_depth,CATBOOST_PARAMS.task_type,CATBOOST_PARAMS.devices,CATBOOST_PARAMS.gpu_ram_part,CATBOOST_PARAMS.border_count,MINIMAL_UPSIDE,MAXIMIZE,INITIAL_WEIGHTS,VAL,VAL_SPEEDUP,BLEND_SEARCH_SPEEDUP,UPPER_QUANTILE,RETRAIN_ON_FULL_DATA,USE_DVC,OUR_BOTS_REL_UPSIDE_THRESHOLD,OUR_BOTS_SHITCOINS_WEIGHT_MULTIPLIER,OUR_BOTS_REL_UPSIDE_NORMALIZATION,UGLINESS_THRESHOLD,MAX_BID,MAX_PRICE_IMPACT,train_model/dvclive/params.yaml:LAST_DAYS_TRAIN,train_model/dvclive/params.yaml:LAST_DAYS_VALIDATION,model_id,model_engine,limit_timedelta_seconds,upper_quantile,minimal_upside,maximize,archive_name
5m-all-feats0818-true,933a094,branch_commit,2024-08-18T22:50:36,,4.0,27.330612244897953,0.0,0.0,0.0,25.22492265103404,4.619565217391306,4.611423220973781,4.611423220973781,6.051025390625,1.108154296875,1.106201171875,1.106201171875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,4.707421875,6.328125,44.90499999999999,222.02263660430907,503.54037857055664,77.70000000000002,231.57241077423095,298.0,,0.1291712673303079,0.24004124187310438,0.3294286666831524,0.40447290004167213,0.4674356090678717,0.5251715007938602,0.5838541921347425,0.6296857546642656,0.6533816161657842,0.6191111672040209,0.5888796009533969,0.5446452398240152,0.48618238808064046,0.43092203360489456,0.37971030673965583,0.3257255371808021,0.26365545563354553,0.1930217421542916,0.1101962041958094,,,0.5372810838126746,0.019524227239348147,0.3578503531831371,0.99,0.99,265.22418212890625,316.41339111328125,76.6929702758789,58.506080627441406,0.3747860938310623,0.26850637793540955,0.06854910116914105,0.06855262300159348,0.07294448698756055,0.0728413873449831,0.7383720930232558,0.6627218934911243,0.002,18,,,0.005507642793014701,0.03638924114195926,,0.08501385708246088,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60]",20,30,15,1,True,2,0,3,False,5,True,1,default,3000,0.02,7,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,faecb9,5m-ensemble-24-157s-20240818-faecb9,157,0.99,0.002,real_upside,fdima_5m-ensemble-24-157s-20240818-faecb9_min_max_features_30_max_upside_10_quantile_up.tgz
4m-all-feats0818-true,0221bef,branch_commit,2024-08-18T22:25:08,,4.0,0.0,0.0,0.0,0.0,6.205473457091681,6.19733146067416,6.189189464256633,6.189189464256633,1.48858642578125,1.48663330078125,1.48468017578125,1.48468017578125,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.303203125,3.359375,44.600000000000016,220.71363582611085,503.54037857055664,77.70000000000002,231.5648048400879,298.0,,0.13062911884895304,0.24365243401037925,0.33391980618334255,0.4091004137468927,0.47173738335149074,0.5300640655676866,0.5894666036940891,0.6322407514333523,0.6535174196667463,0.6131572507762613,0.5819848254916012,0.5378615042758595,0.4801962402133688,0.42480034935026906,0.3742652886861704,0.3204773323722859,0.25876360219448563,0.18896739567386275,0.10790280233284139,,,0.5355943459625119,0.019497961814334375,0.3568206988741738,0.99,0.99,150.5431671142578,130.90264892578125,64.39917755126953,20.31638526916504,0.3265312910079956,0.15407605469226837,0.5756626520723953,0.5756670856658268,0.5998286541328448,0.5994607013597223,0.6804733727810651,0.5847953216374269,0.001,17,,,0.005417050168031975,,,0.08418507644170825,0.03629775072364523,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60]",20,30,15,1,True,2,0,3,False,4,True,1,default,3000,0.02,7,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,39bee5,4m-ensemble-24-126s-20240818-39bee5,126,0.99,0.002,real_upside,fdima_4m-ensemble-24-126s-20240818-39bee5_min_max_features_30_max_upside_10_quantile_up.tgz
3m-all-feats0818-true,bf1085e,branch_commit,2024-08-18T21:54:47,,4.0,0.0,0.0,0.0,0.0,6.205473457091681,6.19733146067416,6.189189464256633,6.189189464256633,1.48858642578125,1.48663330078125,1.48468017578125,1.48468017578125,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.34859375,3.59375,44.5,220.2762544631958,503.54037857055664,77.70000000000002,231.55030059814453,298.0,,0.1328427621748808,0.24805136809576317,0.33958972778401614,0.41528132416252483,0.4782464572632569,0.5377529363588082,0.5953094512765593,0.6360187022707614,0.6524927754508916,0.6034336098159373,0.5725563025245738,0.5288705254843842,0.4732229153533765,0.4166547893279354,0.3670565800833435,0.31374391415589853,0.2528067062773416,0.1844464945415081,0.10507637488969845,,,0.5339129452274638,0.019528407198959107,0.3554976863962234,0.99,0.99,121.17984771728516,198.91322326660156,74.33003234863281,28.39040756225586,0.38138720393180847,0.12172774225473404,0.16281907262741993,0.16282129647206212,0.17891967983994664,0.17872402358466896,0.686046511627907,0.576271186440678,0.001,18,,,0.0054181912963783595,,,0.08320399413320637,,0.03642721836189416,,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60]",20,30,15,1,True,2,0,3,False,3,True,1,default,3000,0.02,7,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,cafcc8,3m-ensemble-24-94s-20240818-cafcc8,94,0.99,0.002,real_upside,fdima_3m-ensemble-24-94s-20240818-cafcc8_min_max_features_30_max_upside_10_quantile_up.tgz
2m-all-feats0818-true,e7deecb,branch_commit,2024-08-18T21:25:02,,4.0,0.0,0.0,0.0,0.0,4.619565217391306,4.619565217391306,4.611423220973781,4.611423220973781,1.108154296875,1.108154296875,1.106201171875,1.106201171875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,3.9042187499999996,5.15625,43.27000000000001,213.86315784454345,503.54037857055664,77.70000000000002,231.52607345581055,298.0,,0.13609951921782343,0.25533455674037825,0.34851491281203595,0.4246541625203477,0.4893109559526948,0.5533118724599166,0.6040413237344177,0.6427073558892081,0.6505879340920075,0.5887073214363722,0.5576342730881869,0.5135388940931275,0.46004453450259364,0.4039369047329443,0.3550166178808458,0.3029641935562485,0.24315062113661542,0.17677237256686096,0.10064282001576463,,,0.5294142785675919,0.019530909458061803,0.3533248425799371,0.99,0.99,109.14082336425781,102.75830078125,65.55064392089844,39.159942626953125,0.34469425678253174,0.29255715012550354,0.28155843878533665,0.281581538160445,0.3175320980974045,0.3170858729667938,0.6853932584269663,0.7039106145251397,0.001,12,,,0.005517486140518511,,,0.08208181678116988,,,0.03628058454275829,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60]",20,30,15,1,True,2,0,3,False,2,True,1,default,3000,0.02,7,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,18091e,2m-ensemble-24-63s-20240818-18091e,63,0.99,0.002,real_upside,fdima_2m-ensemble-24-63s-20240818-18091e_min_max_features_30_max_upside_10_quantile_up.tgz
1m-all-feats0818-true,e3084ff,branch_commit,2024-08-18T20:59:37,,4.0,1.2,0.0,0.0,0.0,4.619565217391306,4.6277072138088275,4.611423220973781,4.611423220973781,1.108154296875,1.110107421875,1.106201171875,1.106201171875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,4.53203125,5.703125,43.399999999999984,214.8080104827881,503.54037857055664,77.70000000000002,231.50837249755858,298.0,0.08127368217542028,0.14634075696929338,0.27045709625149006,0.3670599542060891,0.44494164686678567,0.5141191400858766,0.5773388665208916,0.6196861760832649,0.6500544552029609,0.647517321126932,0.5535859324498813,0.5225413543807946,0.4788938902131913,0.42869726182866175,0.3769425664060751,0.32815804097249285,0.27890053376956353,0.22311669436915038,0.16155996110560125,0.09216203665628096,0.03705121722739986,0.005435744199523875,0.5170606095626334,0.019484209865449815,0.347599131187321,0.99,0.99,60.05203628540039,-12.831901550292969,47.68891525268555,-64.0001449584961,0.24597206711769104,0.13369430601596832,0.3037396716460335,0.3037998619766207,0.33636914291500164,0.33641090476594376,0.6145251396648045,0.6022099447513812,0.001,20,,,,,,,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60]",20,30,15,1,True,2,0,3,False,1,True,1,default,3000,0.02,7,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,fb7543,1m-ensemble-24-31s-20240818-fb7543,31,0.99,0.002,real_upside,fdima_1m-ensemble-24-31s-20240818-fb7543_min_max_features_30_max_upside_10_quantile_up.tgz
60m-all-feats0817-true,83ba374,branch_commit,2024-08-18T15:20:15,,4.0,0.0,0.0,0.0,0.0,4.619565217391306,4.619565217391306,4.611423220973781,4.611423220973781,1.108154296875,1.108154296875,1.106201171875,1.106201171875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,3.458671874999999,4.375,43.29999999999998,213.87691421508788,503.54037857055664,77.59999999999998,231.36101684570312,298.0,,0.11355594945360939,0.22095772997188418,0.29489444687353605,0.3652531892146359,0.430336589959427,0.48786991861844736,0.5384874476931018,0.5958506743150829,0.6385023193828812,0.6408129479405326,0.6142473751359245,0.5757589301791933,0.51745564026818,0.4649432787259657,0.4092218306053131,0.35161447319837247,0.28806759206295834,0.214499130057922,0.12460161151838789,,,0.5303714276317758,0.019509933206018047,0.3581142227296765,0.99,0.99,613.8367919921875,644.8154296875,140.18936157226562,78.78164672851562,0.6384305059909821,0.48039354383945465,0.17662554847180234,0.17674449867231506,0.27872992920186873,0.2811495362737906,0.7409638554216867,0.6753246753246753,0.001,14,0.11389766822464607,,0.005618316135567154,0.03841292513887278,,,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60]",20,30,15,1,True,2,0,3,False,60,True,1,default,3000,0.02,7,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,f26f8a,60m-ensemble-24-1894s-20240818-f26f8a,1894,0.99,0.002,real_upside,fdima_60m-ensemble-24-1894s-20240818-f26f8a_min_max_features_30_max_upside_10_quantile_up.tgz
55m-all-feats0817-true,5e28c93,branch_commit,2024-08-18T13:43:54,,4.0,0.0,0.0,0.0,0.0,4.6277072138088275,4.611423220973781,4.611423220973781,4.611423220973781,1.110107421875,1.106201171875,1.106201171875,1.106201171875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.1862500000000002,3.28125,43.0,212.64492111206056,503.54037857055664,77.59999999999998,231.15523376464844,298.0,,0.11686075105408154,0.22237474150859884,0.2971192628691209,0.36736486563818715,0.4321613501921367,0.48855062755075707,0.5397254013882771,0.5986848997285429,0.6390890427414943,0.6449117927023342,0.6139771041339216,0.5741064005478261,0.5180029428360673,0.463659458004649,0.40959224474529665,0.3518933681677641,0.28783361918923944,0.21475770024061314,0.12438483700733788,,,0.5317947874788596,0.019505537325178277,0.35885104474129553,0.99,0.99,672.826416015625,648.4904174804688,120.0777587890625,69.20289611816406,0.5989369750022888,0.39189180731773376,0.48263721403657156,0.4828651446510683,0.7023667742555291,0.70552281218853,0.703030303030303,0.6645962732919255,0.001,19,0.11244735648739543,,0.005657942757268693,,0.037969039496144046,,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60]",20,30,15,1,True,2,0,3,False,55,True,1,default,3000,0.02,7,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,f867fc,55m-ensemble-24-1736s-20240818-f867fc,1736,0.99,0.002,real_upside,fdima_55m-ensemble-24-1736s-20240818-f867fc_min_max_features_30_max_upside_10_quantile_up.tgz
50m-all-feats0817-true,1009976,branch_commit,2024-08-18T12:02:20,,4.0,19.69387755102041,0.0,0.0,0.0,19.52608492102265,3.0336569776909306,3.0336569776909306,3.0336569776909306,4.68397216796875,0.72772216796875,0.72772216796875,0.72772216796875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,3.154375,4.6875,42.99500000000002,212.25219936370848,503.54037857055664,77.5,231.02610607147216,298.0,,0.11675072540623302,0.22266777705520452,0.29874510524724424,0.36950784636114564,0.43467373139871135,0.4921147131268994,0.5421017059108372,0.5997578733015444,0.6387765974238157,0.6428186603899514,0.6153251542745319,0.5757174285056835,0.5191192844152962,0.4629325415678187,0.40857551854949825,0.35040863687989326,0.28730460033640515,0.21354267763438423,0.1241778480247606,,,0.5332519576631165,0.019509570092396625,0.35920597921501685,0.99,0.99,516.24462890625,597.7612915039062,120.31692504882812,74.43907165527344,0.4958763122558594,0.34105241298675537,0.20306694502626743,0.20298688802324777,0.29562313789753747,0.2977454478400418,0.6927710843373494,0.6481481481481481,0.005,11,0.10914711549645854,,0.005533149026405451,,0.03848328307216756,,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60]",20,30,15,1,True,2,0,3,False,50,True,1,default,3000,0.02,7,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,d4140f,50m-ensemble-24-1578s-20240818-d4140f,1578,0.99,0.002,real_upside,fdima_50m-ensemble-24-1578s-20240818-d4140f_min_max_features_30_max_upside_10_quantile_up.tgz
45m-all-feats0817-true,68d1e0d,branch_commit,2024-08-18T10:26:47,,4.0,21.98711651928255,0.0,0.0,0.0,16.98277967757695,4.619565217391306,4.611423220973781,4.611423220973781,4.073876953125,1.108154296875,1.106201171875,1.106201171875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,4.172109375,5.3125,44.54499999999998,220.30619983673097,503.54037857055664,77.5,230.86986808776857,298.0,,0.11912906235281534,0.22262363307713312,0.3002598674026926,0.3715795396056496,0.4366778194649312,0.4944202533646107,0.5443018943608663,0.6009906391356302,0.6404653707265462,0.6441758711690382,0.6157165588367645,0.5740047957508057,0.5188051533417285,0.4631226749914252,0.407932120887759,0.35102745452936923,0.28690976779037936,0.21451499003994348,0.12488366463383724,,,0.5351314248915218,0.019511741963227365,0.3598642385676148,0.99,0.99,591.3662719726562,137.23004150390625,110.56501770019531,33.738548278808594,0.5076421499252319,0.41945546865463257,0.3442337473386058,0.34425993567272506,0.5122674674222011,0.5120675856157972,0.672514619883041,0.5818181818181818,0.001,8,0.10673280637620115,,0.0054937576828180965,,0.038330863247060136,,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60]",20,30,15,1,True,2,0,3,False,45,True,1,default,3000,0.02,7,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,8bee7d,45m-ensemble-24-1421s-20240818-8bee7d,1421,0.99,0.002,real_upside,fdima_45m-ensemble-24-1421s-20240818-8bee7d_min_max_features_30_max_upside_10_quantile_up.tgz
40m-all-feats0817-true,82e77ef,branch_commit,2024-08-18T08:50:53,,4.0,0.0,0.0,0.0,0.0,4.619565217391306,4.619565217391306,4.611423220973781,4.611423220973781,1.108154296875,1.108154296875,1.106201171875,1.106201171875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.4529687499999993,3.4375,43.399999999999984,214.42480144500732,503.54037857055664,77.40000000000002,230.71464920043945,298.0,,0.11944248318810709,0.22171521146556303,0.30147595598968585,0.37485460681836463,0.43929809922234764,0.49560983634831457,0.5475853317860571,0.6030868461302847,0.6418022987665625,0.6451781658590731,0.6155261142873262,0.5749194820988348,0.5168446448436108,0.46298920096354657,0.4077355787806875,0.3509947984146468,0.28660702203841965,0.21381066617227604,0.1240552411988287,,,0.5368534473051686,0.019513364812092794,0.3603421555604968,0.99,0.99,499.5418701171875,327.34674072265625,108.14033508300781,17.029048919677734,0.566092848777771,0.3828103393316269,0.20508930759154329,0.20503883640259937,0.28669069373057227,0.28812371869555387,0.7701863354037267,0.6463414634146342,0.001,23,0.10470281155410976,,0.005539056642179789,,0.03807146876583489,,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60]",20,30,15,1,True,2,0,3,False,40,True,1,default,3000,0.02,7,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,7a625e,40m-ensemble-24-1263s-20240818-7a625e,1263,0.99,0.002,real_upside,fdima_40m-ensemble-24-1263s-20240818-7a625e_min_max_features_30_max_upside_10_quantile_up.tgz
35m-all-feats0817-true,4135784,branch_commit,2024-08-18T07:10:29,,4.0,0.0,0.0,0.0,0.0,4.619565217391306,4.619565217391306,4.611423220973781,4.611423220973781,1.108154296875,1.108154296875,1.106201171875,1.106201171875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.888203125,3.984375,43.5,214.87879066467286,503.54037857055664,77.40000000000002,230.55072860717775,298.0,,0.12110041509010931,0.22196878847947812,0.30276063419142907,0.37602491879109345,0.44048494874524546,0.49742748513823976,0.5494067764981224,0.608265946239206,0.6450402746110742,0.6445254160800123,0.6152362681143788,0.5720250569404391,0.5159818929971473,0.46196454925403474,0.40653839743452874,0.34943155364035,0.28596792316020403,0.2134429866723328,0.12383345608909387,,,0.5374730638979415,0.01950396184163976,0.36057530868385435,0.99,0.99,514.759521484375,141.66357421875,78.60197448730469,6.517848968505859,0.5336683988571167,0.3431861847639084,0.5139977137174201,0.5140995615820217,0.7180334178840135,0.7190784291744263,0.6809815950920245,0.6419753086419753,0.005,7,0.10223027739388507,,0.00530488082868282,,0.03786753628383575,,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60]",20,30,15,1,True,2,0,3,False,35,True,1,default,3000,0.02,7,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,3a0643,35m-ensemble-24-1105s-20240818-3a0643,1105,0.99,0.002,real_upside,fdima_35m-ensemble-24-1105s-20240818-3a0643_min_max_features_30_max_upside_10_quantile_up.tgz
30m-all-feats0817-true,a2d7798,branch_commit,2024-08-18T05:35:00,,4.0,0.0,0.0,0.0,0.0,4.6277072138088275,4.611423220973781,4.611423220973781,4.611423220973781,1.110107421875,1.106201171875,1.106201171875,1.106201171875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.202109375,3.046875,43.29999999999998,213.8093490600586,503.54037857055664,77.29999999999998,230.34211807250978,298.0,,0.12301589464100705,0.22237651293897126,0.30436380420415887,0.37766673476606305,0.4426074591478539,0.49861009933483963,0.5516964598809646,0.610347529909333,0.6463755639624165,0.6434223348901156,0.6143704931878382,0.5729300094378097,0.5149233402453656,0.4609279086268357,0.4056680669703945,0.3486818384145269,0.28592224240104847,0.21288753265495639,0.12337021170243277,,,0.5380166349939473,0.01947937908094153,0.360855554289149,0.99,0.99,549.2945556640625,213.2921142578125,98.95991516113281,31.31826400756836,0.4558168947696686,0.4868629276752472,0.6146936286004328,0.6146835562502226,0.7175117329538585,0.7167547821734755,0.7212121212121212,0.6708074534161491,0.001,11,0.09960493469376427,,0.005518045525422331,,0.03775027132856876,,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60]",20,30,15,1,True,2,0,3,False,30,True,1,default,3000,0.02,7,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,173f15,30m-ensemble-24-947s-20240818-173f15,947,0.99,0.002,real_upside,fdima_30m-ensemble-24-947s-20240818-173f15_min_max_features_30_max_upside_10_quantile_up.tgz
25m-all-feats0817-true,06087b5,branch_commit,2024-08-18T03:54:08,,4.0,0.0,0.0,0.0,0.0,4.619565217391306,4.619565217391306,4.611423220973781,4.611423220973781,1.108154296875,1.108154296875,1.106201171875,1.106201171875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.2069531249999996,3.203125,43.29999999999998,214.23233318328857,503.54037857055664,77.29999999999998,230.25656509399414,298.0,,0.1237012864084855,0.2223473199400498,0.30604284674201737,0.3798268766162655,0.4447795728097458,0.500716296929233,0.5546523387859664,0.6106281442457329,0.6463743890627663,0.6431003112528889,0.6156499011027649,0.571411168673908,0.5145368348848777,0.45895591850492107,0.4043592713711391,0.34764763809760524,0.286008111362016,0.21233116082634196,0.122282522744236,,,0.5388955497839768,0.019502815187478345,0.3609742128450162,0.99,0.99,401.26641845703125,21.543304443359375,65.8575439453125,-2.1049957275390625,0.25933030247688293,0.08999329432845116,0.4295457278834006,0.4292029959733479,0.5378691745070435,0.5389177193464719,0.7457627118644068,0.6666666666666666,0.001,22,0.09652252961125281,,0.005429872699792211,,0.03767843063692591,,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60]",20,30,15,1,True,2,0,3,False,25,True,1,default,3000,0.02,7,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,a02d5c,25m-ensemble-24-789s-20240818-a02d5c,789,0.99,0.002,real_upside,fdima_25m-ensemble-24-789s-20240818-a02d5c_min_max_features_30_max_upside_10_quantile_up.tgz
20m-all-feats0817-true,4818e9e,branch_commit,2024-08-18T02:07:11,,4.0,0.0,0.0,0.0,5.0,1.4441866145578894,1.4441866145578894,1.4441866145578894,1.4441866145578894,0.346435546875,0.346435546875,0.346435546875,0.346435546875,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.533828125,3.4375,40.39999999999999,199.6044885635376,503.54037857055664,77.20000000000002,230.08923873901367,298.0,,0.12483657692976072,0.22441431984131333,0.309263301567606,0.3824871110436067,0.4478579362709245,0.5042138022950926,0.5579244891130637,0.6132867477814433,0.6473487598260724,0.6408371489778064,0.6129650144223171,0.5691696543120569,0.5118706288604963,0.45658461849068566,0.4017375191733305,0.3463371934996754,0.2844858569922232,0.2108070488752516,0.12072810360550289,,,0.5396580544937735,0.019533485230214413,0.36098889918978894,0.99,0.99,247.96157836914062,59.39582061767578,42.403907775878906,-19.520191192626953,0.0662805587053299,0.020731894299387932,0.3961503085246688,0.39598989957569497,0.4553227176538906,0.4557001022242509,0.6871508379888268,0.5898876404494382,0.001,28,0.09412594266688698,,0.00565006238125413,,0.037610203904576395,,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60]",20,30,15,1,True,2,0,3,False,20,True,1,default,3000,0.02,7,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,221b07,20m-ensemble-24-631s-20240818-221b07,631,0.99,0.002,real_upside,fdima_20m-ensemble-24-631s-20240818-221b07_min_max_features_30_max_upside_10_quantile_up.tgz
15m-all-feats0817-true,8f14c96,branch_commit,2024-08-18T00:15:02,,4.0,0.0,0.0,0.0,0.0,6.205473457091681,6.19733146067416,6.189189464256633,6.189189464256633,1.48858642578125,1.48663330078125,1.48468017578125,1.48468017578125,23.98828125,23.98828125,23.98828125,23.98828125,64.0,2.5236718750000002,3.75,44.600000000000016,220.37919807434082,503.54037857055664,77.09999999999998,229.87996444702148,298.0,,0.12542156664956108,0.22750161411465475,0.3118297366734426,0.3869525705166939,0.4513759830433639,0.5084980941749618,0.5632066645857595,0.617896910949602,0.6496668898053957,0.6387749030032484,0.6086921747617026,0.5667174173594416,0.5085457827296495,0.4526583689743493,0.3982946618421315,0.34409459038560414,0.28248773671523536,0.20859979364142042,0.11882485056044136,,,0.540719247989341,0.019515481045557535,0.36101102244588495,0.99,0.99,76.9366455078125,-7.426477432250977,10.071006774902344,3.152172088623047,-0.005247494438663125,-0.006217456655576825,0.53200561605835,0.5318316993672731,0.6950211726414464,0.6950407224768823,0.46875,0.4153846153846154,0.003,13,,,0.005771835307331083,,0.03723095579531763,0.09098670807703418,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60]",20,30,15,1,True,2,0,3,False,15,True,1,default,3000,0.02,7,GPU,0:1,0.85,64,0.002,real_upside,zeros,switchback,2,False,0.99,True,True,-0.5,1.0,0.1,0.01,2.0,0.005,30,15,aaa974,15m-ensemble-24-473s-20240817-aaa974,473,0.99,0.002,real_upside,fdima_15m-ensemble-24-473s-20240817-aaa974_min_max_features_30_max_upside_10_quantile_up.tgz
